,gene,n_celltypes,celltypes,total_peaks,peaks_in_optic_cup_early,peaks_in_hatching_gland,peaks_in_unassigned,peaks_in_tail_bud_late,peaks_in_muscle,peaks_in_lateral_plate,peaks_in_PSM,peaks_in_enteric_neurons,peaks_in_hemangioblasts,peaks_in_floor_plate,peaks_in_diff_neurons,peaks_in_midbrain_hindbrain_boundary,peaks_in_NMPs,peaks_in_hematopoietic_vasculature,peaks_in_fast_muscle,peaks_in_neural,peaks_in_endoderm,peaks_in_heart_myocardium,peaks_in_hindbrain,peaks_in_notochord,peaks_in_epidermis,peaks_in_endo_pancreas,peaks_in_neural_crest
6659,dpf2,2,"tail_bud_late,floor_plate",2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6672,qtrt2,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6686,brd3b,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6697,bmp1a,2,"optic_cup_early,tail_bud_late",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6705,pkdcca,2,"hemangioblasts,hematopoietic_vasculature",2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6720,irf2,2,"unassigned,hemangioblasts",2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6722,cep120,2,"unassigned,heart_myocardium",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6744,si:ch211-130h14.4,2,"PSM,NMPs",2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6753,kdm4b,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6756,atp9b,2,"unassigned,midbrain_hindbrain_boundary",2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6758,BX957281.1,2,"unassigned,enteric_neurons",2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6769,dtx4a,2,"optic_cup_early,floor_plate",2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6773,spred2b,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6780,kirrel3l,2,"unassigned,floor_plate",2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6784,gfpt2,2,"optic_cup_early,hatching_gland",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6785,si:dkey-151g10.3,2,"muscle,hindbrain",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6809,fam193a,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6810,triqk,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6820,arpc2,2,"hatching_gland,unassigned",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6854,znf648,2,"tail_bud_late,fast_muscle",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6860,pitpnb,2,"optic_cup_early,tail_bud_late",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6868,jarid2a,2,"enteric_neurons,notochord",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6881,rapgef4,2,"hatching_gland,unassigned",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6884,ccdc187,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6887,NPC1L1,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6896,rufy2,2,"optic_cup_early,tail_bud_late",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6900,dync1i2a,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6904,CR388156.1,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6942,parp1,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6956,nt5e,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6958,fosl2,2,"optic_cup_early,tail_bud_late",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6983,rps6kc1,2,"optic_cup_early,tail_bud_late",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6984,lrrc4.1,2,"unassigned,floor_plate",2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6995,si:ch73-313l22.2,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6997,dnajc5ga,2,"hatching_gland,fast_muscle",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7001,C7H20orf27,2,"tail_bud_late,neural",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7002,si:ch211-153b23.4,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7009,st3gal4,2,"unassigned,hemangioblasts",2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7015,taf4b,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7034,pde7a,2,"tail_bud_late,notochord",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7037,plekhh1,2,"optic_cup_early,floor_plate",2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7044,iqub,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7056,cabp5b,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7061,pcnt,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7067,ldlrad4b,2,"hatching_gland,PSM",2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7073,kiaa1549la,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7075,c3a.2,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7077,lig3,2,"tail_bud_late,floor_plate",2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7087,nid2a,2,"tail_bud_late,NMPs",2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7098,stc1,2,"optic_cup_early,tail_bud_late",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7115,SCYL2,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7116,ocrl,2,"unassigned,notochord",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7119,rorb,2,"optic_cup_early,midbrain_hindbrain_boundary",2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7127,LO017648.1,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7133,rheb,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7137,htr3a,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7146,tlcd2,2,"unassigned,hemangioblasts",2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7148,abcb4,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7151,ppargc1a,2,"tail_bud_late,endoderm",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7160,podxl,2,"optic_cup_early,tail_bud_late",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7177,SLC35E2B,2,"optic_cup_early,tail_bud_late",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7194,pltp,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7203,mylipa,2,"optic_cup_early,fast_muscle",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7209,snapc4,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7212,slc26a4,2,"unassigned,hematopoietic_vasculature",2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7216,zfyve27,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7222,dtnba,2,"unassigned,floor_plate",2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7223,trpm5,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7232,trim71,2,"unassigned,hindbrain",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7235,map3k4,2,"tail_bud_late,hindbrain",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7236,lgi2b,2,"optic_cup_early,tail_bud_late",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7241,si:ch211-278p9.2,2,"optic_cup_early,NMPs",2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7243,tnksb,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7265,chl1a,2,"hatching_gland,floor_plate",2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7271,actl6b,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7282,kidins220b,2,"optic_cup_early,tail_bud_late",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7288,boka,2,"unassigned,hemangioblasts",2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7292,si:ch211-156l18.8,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7312,gpr143,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7315,si:ch211-194c3.5,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7321,xrcc1,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7332,anxa13l,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7338,vps13d,2,"optic_cup_early,tail_bud_late",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7339,zgc:174193,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7342,zgc:113886,2,"optic_cup_early,tail_bud_late",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7346,slc43a1a,2,"muscle,notochord",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7347,pik3cb,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7351,u2af1,2,"optic_cup_early,tail_bud_late",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7355,klf7a,2,"diff_neurons,midbrain_hindbrain_boundary",2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7391,sft2d1,2,"optic_cup_early,lateral_plate",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7393,ndfip1l,2,"optic_cup_early,tail_bud_late",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7407,si:dkeyp-68b7.10,2,"unassigned,muscle",2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7414,zswim8,2,"unassigned,hindbrain",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7415,CRHR2,2,"unassigned,hemangioblasts",2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7424,cplx2l,2,"optic_cup_early,tail_bud_late",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7428,CR847503.2,2,"hemangioblasts,endo_pancreas",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7433,cpne3,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7455,ankrd45,2,"NMPs,hindbrain",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
7463,hmbox1a,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7470,kif7,2,"optic_cup_early,tail_bud_late",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7471,rnf32,2,"hatching_gland,unassigned",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7484,etv4,2,"lateral_plate,PSM",2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7493,iffo2b,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7495,FP102170.1,2,"unassigned,endo_pancreas",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7505,gdap2,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7506,kita,2,"unassigned,lateral_plate",2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7512,adgre9,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7518,col1a2,2,"optic_cup_early,tail_bud_late",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7525,TMEM164,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7549,sash1b,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7561,zbtb46,2,"unassigned,floor_plate",2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7563,luzp1,2,"muscle,PSM",2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7608,spryd3,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7612,soga3a,2,"unassigned,neural",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7619,pbrm1,2,"optic_cup_early,tail_bud_late",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7621,zgc:153431,2,"tail_bud_late,hemangioblasts",2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7629,swt1,2,"optic_cup_early,hematopoietic_vasculature",2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7635,arhgap11a,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7645,slc30a7,2,"unassigned,floor_plate",2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7666,atp2b4,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7693,flnb,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7698,ralba,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7714,spg11,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7728,mastl,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7730,baiap2l1a,2,"unassigned,notochord",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7742,ptpro,2,"optic_cup_early,floor_plate",2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7759,dusp2,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7764,si:dkey-71b5.7,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7776,slc38a3a,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7782,smarca4a,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7786,map6a,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7789,klhdc8b,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7796,ezh1,2,"hatching_gland,unassigned",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7797,fcho2,2,"hatching_gland,lateral_plate",2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7810,fbxo41,2,"tail_bud_late,lateral_plate",2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7824,cdkal1,2,"unassigned,epidermis",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7825,btc,2,"unassigned,muscle",2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7841,si:ch211-151o1.4,2,"unassigned,neural",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7858,ephb3a,2,"tail_bud_late,diff_neurons",2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7884,kcnj5,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7885,il15ra,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7896,nup37,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7897,efnb1,2,"floor_plate,midbrain_hindbrain_boundary",2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7908,BX470214.1,2,"unassigned,muscle",2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7911,rap1gap2a,2,"tail_bud_late,hemangioblasts",2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7913,BX511109.1,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7917,usp46,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7924,stox2a,2,"hatching_gland,tail_bud_late",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7925,auh,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7953,si:ch211-209l18.2,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7955,si:dkey-231j24.3,2,"optic_cup_early,fast_muscle",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7958,si:dkey-288a3.2,2,"unassigned,PSM",2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7971,flj11011l,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7972,sept6,2,"tail_bud_late,hematopoietic_vasculature",2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7973,CU929160.1,2,"optic_cup_early,hemangioblasts",2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7976,abhd12,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7982,bmp15,2,"tail_bud_late,heart_myocardium",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7987,OSBPL8,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7988,pex14,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7991,myo7aa,2,"tail_bud_late,enteric_neurons",2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8001,lnpa,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8005,stag1b,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8006,tlcd4a,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8011,eif2b4,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8024,ndnf,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8049,rprd1b,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8053,chrna5,2,"optic_cup_early,tail_bud_late",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8054,pygmb,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8058,col11a2,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8059,TMEM114,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8067,pms1,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8077,vimr2,2,"optic_cup_early,notochord",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8101,ldah,2,"unassigned,heart_myocardium",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8104,frmd3,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8109,FQ378016.1,2,"optic_cup_early,notochord",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8112,sema3aa,2,"optic_cup_early,tail_bud_late",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8117,map1sa,2,"unassigned,fast_muscle",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8122,efhc1,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8123,cahz,2,"unassigned,hemangioblasts",2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8125,BICD2,2,"neural,hindbrain",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
8138,mfap5,2,"hatching_gland,tail_bud_late",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8165,npy8ar,2,"optic_cup_early,tail_bud_late",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8167,BX255920.1,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8172,ampd3b,2,"unassigned,hemangioblasts",2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8173,crebbpa,2,"optic_cup_early,muscle",2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8185,dip2ba,2,"optic_cup_early,tail_bud_late",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
