,gene,n_celltypes,celltypes,total_peaks,peaks_in_optic_cup_early,peaks_in_hatching_gland,peaks_in_unassigned,peaks_in_tail_bud_late,peaks_in_muscle,peaks_in_lateral_plate,peaks_in_PSM,peaks_in_enteric_neurons,peaks_in_hemangioblasts,peaks_in_floor_plate,peaks_in_diff_neurons,peaks_in_midbrain_hindbrain_boundary,peaks_in_NMPs,peaks_in_hematopoietic_vasculature,peaks_in_fast_muscle,peaks_in_neural,peaks_in_endoderm,peaks_in_heart_myocardium,peaks_in_hindbrain,peaks_in_notochord,peaks_in_epidermis,peaks_in_endo_pancreas,peaks_in_neural_crest
8192,BX890624.2,2,"floor_plate,diff_neurons",2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8195,kcnc4,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8196,axin1,2,"optic_cup_early,tail_bud_late",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8206,nup98,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8214,pcdh1g18,2,"tail_bud_late,floor_plate",2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8227,guk1a,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8237,vaspb,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8241,si:ch73-193i2.2,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8243,lama4,2,"unassigned,lateral_plate",2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8255,chrm2b,2,"optic_cup_early,tail_bud_late",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8263,slf2,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8280,sfrp5,2,"unassigned,hindbrain",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8285,prkcbp1l,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8294,grk4,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8297,p4ha1a,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8314,si:ch211-282j22.3,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8323,gtf3c5,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8333,bin3,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8335,mms19,2,"optic_cup_early,tail_bud_late",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8338,scarb2c,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8367,stambpa,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8371,si:dkey-238o14.1,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8372,mff,2,"neural,hindbrain",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
8384,gadd45gb.1,2,"floor_plate,diff_neurons",2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8386,mrps15,2,"tail_bud_late,muscle",2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8387,chd2,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8391,tacr3a,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8414,abi1b,2,"optic_cup_early,muscle",2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8427,CABZ01073424.1,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8442,unc13d,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8446,si:dkey-237i9.8,2,"unassigned,hematopoietic_vasculature",2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8453,znf692,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8459,rgs7a,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8462,nr2f1b,2,"optic_cup_early,hindbrain",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8467,gas2a,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8472,si:ch211-226m16.3,2,"optic_cup_early,tail_bud_late",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8475,BX571828.1,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8489,si:ch211-236l14.4,2,"optic_cup_early,tail_bud_late",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8507,slit2,2,"optic_cup_early,PSM",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8515,setd6,2,"optic_cup_early,tail_bud_late",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8516,ntd5,2,"tail_bud_late,PSM",2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8523,tns3.1,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8529,kif13ba,2,"unassigned,diff_neurons",2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8534,elmsan1a,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8537,arhgap20b,2,"hemangioblasts,hematopoietic_vasculature",2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8562,cald1a,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8564,mrps30,2,"unassigned,heart_myocardium",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8566,ankar,2,"optic_cup_early,tail_bud_late",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8568,b4galt3,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8574,mhc1uba,2,"optic_cup_early,hemangioblasts",2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8582,fhdc1,2,"unassigned,floor_plate",2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8592,BX276101.2,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8598,grin2cb,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8613,AP3B2,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8635,slc45a3,2,"unassigned,notochord",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8661,cbfb,2,"hatching_gland,unassigned",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8665,AL953875.1,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8681,phyhiplb,2,"hatching_gland,unassigned",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8701,si:ch211-27e6.1,2,"tail_bud_late,notochord",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8712,tmx1,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8717,clul1,2,"unassigned,hindbrain",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8730,pipox,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8735,ankrd13a,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8747,usp12b,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8760,pdzk1,2,"unassigned,PSM",2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8763,si:dkey-243i1.1,2,"tail_bud_late,hemangioblasts",2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8764,akap17a,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8765,si:ch73-335l21.1,2,"tail_bud_late,muscle",2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8769,slc4a7,2,"unassigned,lateral_plate",2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8773,cwf19l2,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8777,slc35c2,2,"optic_cup_early,tail_bud_late",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8793,ccdc12,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8798,efcab11,2,"optic_cup_early,tail_bud_late",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8799,zgc:175280,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8803,ptbp1b,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8812,parp8,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8816,unk,2,"hatching_gland,unassigned",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8821,CT033796.2,2,"hatching_gland,unassigned",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8828,arhgap29a,2,"tail_bud_late,floor_plate",2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8835,chordc1a,2,"optic_cup_early,tail_bud_late",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8836,CABZ01080550.1,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8846,e2f8,2,"hatching_gland,tail_bud_late",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8855,si:ch73-60h1.1,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8866,apbb3,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8875,ushbp1,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8876,LO018183.1,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8881,adamts5,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8906,cyp27c1,2,"optic_cup_early,hatching_gland",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8916,FP102969.1,2,"tail_bud_late,hemangioblasts",2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8939,dnmt3bb.3,2,"unassigned,fast_muscle",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8941,lrrc75bb,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8951,BX908753.1,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8958,rxfp2l,2,"unassigned,enteric_neurons",2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8959,dytn,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8973,taok1a,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8981,add2,2,"optic_cup_early,hemangioblasts",2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8983,clmn,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8986,hdac6,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8999,elp1,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9000,vav2,2,"tail_bud_late,diff_neurons",2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9003,smyd2a,2,"muscle,fast_muscle",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9006,sec24b,2,"optic_cup_early,heart_myocardium",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9008,rassf7a,2,"unassigned,floor_plate",2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9019,fam91a1,2,"optic_cup_early,tail_bud_late",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035,si:ch73-290k24.6,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9039,psmc1a,2,"optic_cup_early,tail_bud_late",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9042,pou2f3,2,"optic_cup_early,hatching_gland",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9045,cmn,2,"hatching_gland,unassigned",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9049,hic1,2,"optic_cup_early,PSM",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9050,tp53bp1,2,"optic_cup_early,tail_bud_late",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9074,gpank1,2,"unassigned,fast_muscle",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9083,zc3h18,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9114,plcl1,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9132,rictorb,2,"optic_cup_early,neural_crest",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9138,bmp6,2,"unassigned,hemangioblasts",2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9143,zgc:153615,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9151,rhcgb,2,"hatching_gland,unassigned",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9152,slc1a7a,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9171,AL929457.1,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9178,cd276,2,"optic_cup_early,tail_bud_late",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9187,tpd52l1,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,ARHGAP44,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9203,mchr2,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9211,pcdh1g22,2,"tail_bud_late,floor_plate",2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9223,kcnh2a,2,"tail_bud_late,enteric_neurons",2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9228,glrbb,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9230,trpm4a,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9237,nr2f5,2,"tail_bud_late,muscle",2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9239,nop2,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9241,slc2a1b,2,"tail_bud_late,endo_pancreas",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9245,si:dkey-9l20.3,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9255,gnpat,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9258,march4l,2,"unassigned,enteric_neurons",2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9274,ephb4a,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9277,abhd17c,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9297,hpcal4,2,"optic_cup_early,hindbrain",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9298,tagln3b,2,"PSM,NMPs",2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9300,map2k5,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9305,sema3c,2,"optic_cup_early,PSM",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9315,cep152,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9329,clasp2,2,"floor_plate,notochord",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9331,CR388207.2,2,"optic_cup_early,muscle",2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9337,cdip1,2,"hatching_gland,tail_bud_late",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9338,vash2,2,"unassigned,hematopoietic_vasculature",2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9344,st3gal3b,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9349,arl13b,2,"optic_cup_early,hemangioblasts",2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9354,meltf,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9358,wdr36,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9362,slc47a2.1,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9366,slc35a3b,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9371,CR407561.1,2,"optic_cup_early,tail_bud_late",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9388,znf106a,2,"unassigned,lateral_plate",2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9393,tram2,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9400,crb1,2,"unassigned,floor_plate",2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9404,zgc:165453,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9405,pxylp1,2,"tail_bud_late,hindbrain",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9412,slc5a6a,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9415,cpne7,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9419,nfe2,2,"tail_bud_late,hemangioblasts",2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9426,CU915778.1,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9432,ube2g2,2,"unassigned,hematopoietic_vasculature",2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9440,ercc3,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9448,abcc10,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9455,cep192,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9456,jam3b,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9462,epas1b,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9466,prkcha,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9475,kdm7aa,2,"tail_bud_late,muscle",2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9488,si:dkey-157l19.2,2,"optic_cup_early,hatching_gland",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9489,si:dkey-73n8.3,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9491,prss12,2,"optic_cup_early,muscle",2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9502,sgsm3,2,"unassigned,hematopoietic_vasculature",2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9504,BX640522.2,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9513,kcnn2,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9516,fermt1,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9522,si:dkey-217d24.6,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9529,rspo1,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9533,epsti1,2,"optic_cup_early,neural_crest",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9541,smc4,2,"unassigned,tail_bud_late",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9547,abcd3a,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9548,cftr,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9555,fam20cl,2,"optic_cup_early,tail_bud_late",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9560,sema6bb,2,"optic_cup_early,tail_bud_late",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9565,abtb2b,2,"optic_cup_early,unassigned",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9583,sri,2,"hatching_gland,unassigned",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
