	leiden_v1_r0.5	leiden_v2_r0.7	celltype1	celltype2	manual_annotation
sytl2a	2	6	PSM	enteric_neurons	unassigned
arap3	3	4	PSM	hematopoietic_vasculature	unassigned
tnrc6c2	0	2	neural_telencephalon	floor_plate	unassigned
hspe1	1	11	PSM	muscle	unassigned
msh6	1	0	neural_posterior	hindbrain	unassigned
cacnb1	2	6	hatching_gland	enteric_neurons	unassigned
pdcd4b	1	0	PSM	tail_bud	unassigned
hpcal1	8	10	notochord	fast_muscle	unassigned
myct1a	4	7	hematopoietic_vasculature	hemangioblasts	unassigned
gadd45ab	4	7	hemangioblasts	pronephros	unassigned
si:ch211-137j23.6	2	9	endocrine_pancreas	endoderm	unassigned
afp4.1	1	0	NMPs	hatching_gland	unassigned
zgc:66433	3	4	hemangioblasts	lateral_plate_mesoderm	unassigned
shox2	0	1	enteric_neurons	differentiating_neurons	unassigned
si:ch211-13f8.1	7	8	neural_telencephalon	midbrain_hindbrain_boundary	unassigned
pde5ab	0	1	enteric_neurons	differentiating_neurons	unassigned
kcnd1	1	0	optic_cup	muscle	unassigned
phlda2	4	7	hemangioblasts	fast_muscle	unassigned
dipk1ab	0	1	hatching_gland	differentiating_neurons	unassigned
si:ch211-119e14.1	4	7	NMPs	hemangioblasts	unassigned
si:ch211-175l6.1	7	8	heart_myocardium	neural_telencephalon	unassigned
crhbp	4	7	enteric_neurons	differentiating_neurons	unassigned
ttc7a	2	6	notochord	hatching_gland	unassigned
tnfsf11	9	12	tail_bud	notochord	unassigned
si:ch211-132b12.7	2	6	hatching_gland	hemangioblasts	unassigned
lrrc58a	2	3	heart_myocardium	endoderm	unassigned
rbm33b	0	2	midbrain_hindbrain_boundary	NMPs	unassigned
si:ch211-233h19.2	2	6	hatching_gland	enteric_neurons	unassigned
igsf11	0	2	neural	neural_crest	unassigned
cdh1	3	4	epidermis	endocrine_pancreas	unassigned
klf6a	1	0	epidermis	hematopoietic_vasculature	unassigned
kif20bb	1	11	hemangioblasts	tail_bud	unassigned
ftr53	2	6	hatching_gland	notochord	unassigned
srrm4	0	1	enteric_neurons	differentiating_neurons	unassigned
si:dkeyp-92c9.2	0	1	muscle	hatching_gland	unassigned
her4.1	0	2	spinal_cord	enteric_neurons	unassigned
adgb	7	13	endoderm	NMPs	unassigned
arxb	7	8	neural_optic	neural_telencephalon	unassigned
c2cd4a	0	2	endoderm	spinal_cord	unassigned
CACNA2D1	0	1	differentiating_neurons	enteric_neurons	unassigned
ccl34a.4	4	2	hindbrain	neural_telencephalon	unassigned
ncam1b	0	2	neural_posterior	spinal_cord	unassigned
zgc:174154	2	6	hatching_gland	enteric_neurons	unassigned
kcnq3	0	1	differentiating_neurons	enteric_neurons	unassigned
kcnj19b	0	1	enteric_neurons	differentiating_neurons	unassigned
ext1c	6	5	muscle	endocrine_pancreas	unassigned
gabrb4	0	1	differentiating_neurons	enteric_neurons	unassigned
sh3rf1	1	0	notochord	muscle	unassigned
rasl12	2	6	hatching_gland	hematopoietic_vasculature	unassigned
pou2f2a.1	0	1	neural_optic	differentiating_neurons	unassigned
LO018188.1	5	3	pharyngeal_arches	lateral_plate_mesoderm	unassigned
ank3a	1	9	epidermis	differentiating_neurons	unassigned
fgfr2	1	2	pharyngeal_arches	heart_myocardium	unassigned
tubb4b	1	11	hemangioblasts	pronephros	unassigned
ripply2	3	4	PSM	somites	unassigned
lcp1	4	2	hematopoietic_vasculature	hatching_gland	unassigned
or111-11	8	10	heart_myocardium	hematopoietic_vasculature	unassigned
her11	3	4	midbrain_hindbrain_boundary	PSM	unassigned
si:dkey-23a13.17	7	8	neurons	hemangioblasts	unassigned
galnt8a.2	7	8	hatching_gland	heart_myocardium	unassigned
si:ch211-217a12.1	6	5	muscle	fast_muscle	unassigned
camkvb	0	1	hindbrain	enteric_neurons	unassigned
sdk2a	5	3	endocrine_pancreas	heart_myocardium	unassigned
col2a1b	5	3	pharyngeal_arches	notochord	unassigned
calm1a	1	11	hemangioblasts	enteric_neurons	unassigned
nog1	1	0	lateral_plate_mesoderm	somites	unassigned
ccn1l2	8	10	notochord	hatching_gland	unassigned
fam102aa	1	0	PSM	tail_bud	unassigned
vap.1	4	7	hematopoietic_vasculature	hemangioblasts	unassigned
sox19a	0	2	spinal_cord	neural_posterior	unassigned
tns2b	6	5	muscle	fast_muscle	unassigned
slc35f4	2	6	enteric_neurons	differentiating_neurons	unassigned
galnt14	1	3	lateral_plate_mesoderm	pronephros	unassigned
olig2	0	2	neural_telencephalon	floor_plate	unassigned
tmem91	0	1	neural_telencephalon	enteric_neurons	unassigned
si:ch211-278j3.3	0	1	differentiating_neurons	enteric_neurons	unassigned
rab6ba	0	1	enteric_neurons	differentiating_neurons	unassigned
sox18	4	7	hematopoietic_vasculature	hemangioblasts	unassigned
sv2bb	0	1	enteric_neurons	differentiating_neurons	unassigned
rhbdf1a	5	3	hematopoietic_vasculature	pharyngeal_arches	unassigned
emilin1b	5	3	epidermis	lateral_plate_mesoderm	unassigned
mespba	3	4	PSM	tail_bud	unassigned
ankrd1a	6	5	muscle	fast_muscle	unassigned
runx1t1	1	0	hemangioblasts	heart_myocardium	unassigned
si:ch211-113a14.12	1	11	neural_telencephalon	NMPs	unassigned
her8a	0	2	midbrain_hindbrain_boundary	hindbrain	unassigned
nlgn4xa	5	3	hindbrain	endoderm	unassigned
mespab	3	4	PSM	muscle	unassigned
si:ch211-195b13.1	6	5	endocrine_pancreas	enteric_neurons	unassigned
greb1l	1	0	differentiating_neurons	neurons	unassigned
tpm3	1	0	muscle	epidermis	unassigned
flnca	6	5	muscle	fast_muscle	unassigned
lmod3	2	6	hatching_gland	muscle	unassigned
rgs3b	0	2	neural_floor_plate	floor_plate	unassigned
grem2a	6	5	somites	pharyngeal_arches	unassigned
apoc1	1	11	PSM	tail_bud	unassigned
dnm2a	1	0	hemangioblasts	muscle	unassigned
zgc:158403	2	6	hatching_gland	neurons	unassigned
nppa	5	3	hematopoietic_vasculature	heart_myocardium	unassigned
neto1l	0	2	neural	enteric_neurons	unassigned
mvb12bb	2	9	endoderm	endocrine_pancreas	unassigned
acsl1a	1	0	pronephros	hatching_gland	unassigned
socs3a	8	10	heart_myocardium	pronephros	unassigned
pdgfra	5	3	heart_myocardium	neural_crest	unassigned
cdc42ep1a	6	5	muscle	endoderm	unassigned
ypel1	1	0	hemangioblasts	differentiating_neurons	unassigned
ddr1	1	0	notochord	spinal_cord	unassigned
rreb1b	1	0	somites	fast_muscle	unassigned
cxcr4a	3	4	hematopoietic_vasculature	somites	unassigned
robo4	0	2	lateral_plate_mesoderm	pharyngeal_arches	unassigned
kctd12.1	8	10	hatching_gland	lateral_plate_mesoderm	unassigned
fth1a	1	11	enteric_neurons	NMPs	unassigned
eda	1	0	notochord	endocrine_pancreas	unassigned
olfml2a	3	4	muscle	notochord	unassigned
frem2b	5	3	epidermis	pronephros	unassigned
slc16a12b	2	6	endocrine_pancreas	hatching_gland	unassigned
rims2a	0	1	differentiating_neurons	enteric_neurons	unassigned
stac3	6	5	muscle	fast_muscle	unassigned
tiam1a	1	0	muscle	hematopoietic_vasculature	unassigned
dld	1	0	tail_bud	enteric_neurons	unassigned
sdk2b	0	2	neural	neural_crest	unassigned
grem1a.1	7	8	muscle	somites	unassigned
col9a3	8	10	notochord	floor_plate	unassigned
e2f8	1	11	hatching_gland	tail_bud	unassigned
cela1.6	2	6	hatching_gland	hemangioblasts	unassigned
slc1a2b	0	2	neural	neural_floor_plate	unassigned
arrb1	1	10	notochord	lateral_plate_mesoderm	unassigned
vasna	1	0	heart_myocardium	epidermis	unassigned
madd	1	0	enteric_neurons	differentiating_neurons	unassigned
osbpl7	2	9	endocrine_pancreas	hematopoietic_vasculature	unassigned
si:dkey-159a18.1	6	5	fast_muscle	notochord	unassigned
syngr3b	0	1	enteric_neurons	hematopoietic_vasculature	unassigned
npb	0	2	neural_posterior	hemangioblasts	unassigned
arhgef1a	3	4	hematopoietic_vasculature	muscle	unassigned
klf17	1	11	hatching_gland	hemangioblasts	unassigned
slc4a11	3	4	tail_bud	PSM	unassigned
CABZ01041494.1	5	3	notochord	NMPs	unassigned
prkcz	0	1	lateral_plate_mesoderm	differentiating_neurons	unassigned
itga5	3	4	muscle	pronephros	unassigned
ANKFN1	6	5	muscle	PSM	unassigned
pcdh15b	5	3	endoderm	pharyngeal_arches	unassigned
spry4	3	4	NMPs	PSM	unassigned
celf2	0	2	optic_cup	neural_telencephalon	unassigned
myhz1.1	4	2	fast_muscle	hematopoietic_vasculature	unassigned
igsf3	1	0	PSM	fast_muscle	unassigned
ncl	1	11	hemangioblasts	PSM	unassigned
PIEZO2	0	1	hatching_gland	enteric_neurons	unassigned
defbl1	9	12	notochord	hatching_gland	unassigned
ins	4	2	hematopoietic_vasculature	hemangioblasts	unassigned
ptch2	1	0	muscle	neural_telencephalon	unassigned
sned1	2	9	endoderm	NMPs	unassigned
itga2.2	2	9	epidermis	hematopoietic_vasculature	unassigned
satb1b	0	2	floor_plate	neural_telencephalon	unassigned
slc15a2	0	2	spinal_cord	neural_crest	unassigned
mid1ip1a	3	4	epidermis	endocrine_pancreas	unassigned
rdh8a	1	0	NMPs	spinal_cord	unassigned
actc1b	6	5	muscle	fast_muscle	unassigned
chrd	3	4	spinal_cord	neural_optic	unassigned
cbfa2t3	6	5	differentiating_neurons	enteric_neurons	unassigned
morc3b	4	7	hematopoietic_vasculature	hemangioblasts	unassigned
si:dkey-102g19.3	4	2	notochord	neural	unassigned
hoxa2b	0	2	hindbrain	neural_floor_plate	unassigned
mycb	1	0	hemangioblasts	fast_muscle	unassigned
spink2.2	2	6	muscle	hatching_gland	unassigned
pdia3	1	0	hatching_gland	lateral_plate_mesoderm	unassigned
CR759887.3	2	6	hematopoietic_vasculature	epidermis	unassigned
slc2a1a	7	13	differentiating_neurons	pronephros	unassigned
ccdc120	3	4	somites	fast_muscle	unassigned
mlf1	6	5	muscle	fast_muscle	unassigned
smtnl1	6	5	muscle	heart_myocardium	unassigned
carmil3	5	3	pronephros	heart_myocardium	unassigned
myo6b	1	0	enteric_neurons	hematopoietic_vasculature	unassigned
itgb4	0	2	spinal_cord	epidermis	unassigned
si:ch73-383g2.1	4	7	hemangioblasts	hematopoietic_vasculature	unassigned
shank2b	1	0	endocrine_pancreas	somites	unassigned
tmed6	7	8	hatching_gland	hemangioblasts	unassigned
lmna	6	5	muscle	hatching_gland	unassigned
plxnb2a.1	5	3	pharyngeal_arches	heart_myocardium	unassigned
FRMD5	0	2	hindbrain	neural_floor_plate	unassigned
txnipb	6	5	hindbrain	muscle	unassigned
krt94	5	3	hematopoietic_vasculature	heart_myocardium	unassigned
dnajb6b	4	7	hemangioblasts	neural_telencephalon	unassigned
nop58	1	11	PSM	hemangioblasts	unassigned
tp53i11b	1	0	muscle	PSM	unassigned
synpo2b	7	5	hatching_gland	lateral_plate_mesoderm	unassigned
ahcy	0	2	somites	fast_muscle	unassigned
FO704786.1	0	1	differentiating_neurons	pharyngeal_arches	unassigned
pou2f2a	0	1	neural_telencephalon	optic_cup	unassigned
atp1a1a.4	0	3	pronephros	muscle	unassigned
slc38a5a	4	7	hatching_gland	hemangioblasts	unassigned
ucp3	4	7	hemangioblasts	tail_bud	unassigned
mal2	7	9	endoderm	hatching_gland	unassigned
her15.1	0	2	NMPs	spinal_cord	unassigned
klhdc8b	5	3	heart_myocardium	hindbrain	unassigned
btr02	4	7	hematopoietic_vasculature	hemangioblasts	unassigned
gbx1	0	2	neural_posterior	spinal_cord	unassigned
asb11	3	4	spinal_cord	epidermis	unassigned
ca15b	9	12	endoderm	endocrine_pancreas	unassigned
tep1	2	6	endocrine_pancreas	endoderm	unassigned
stab1	4	7	neural	hematopoietic_vasculature	unassigned
MAN1C1	0	1	enteric_neurons	muscle	unassigned
zic2b	1	11	neurons	neural_crest	unassigned
slco5a1a.1	0	1	differentiating_neurons	enteric_neurons	unassigned
rps6	1	11	hemangioblasts	neural_crest	unassigned
lrp1bb	0	1	fast_muscle	hatching_gland	unassigned
tmem88b	5	3	pharyngeal_arches	heart_myocardium	unassigned
agrn	1	0	endoderm	notochord	unassigned
g2e3	1	11	tail_bud	neural_telencephalon	unassigned
kiss2	7	8	midbrain_hindbrain_boundary	optic_cup	unassigned
setbp1	1	0	somites	differentiating_neurons	unassigned
plxna3	1	0	hatching_gland	neural_crest	unassigned
LRATD2	4	7	hematopoietic_vasculature	enteric_neurons	unassigned
myh7l	5	3	heart_myocardium	neural	unassigned
ankrd33aa	8	10	somites	pharyngeal_arches	unassigned
git2a	6	5	muscle	fast_muscle	unassigned
si:ch211-227m13.1	4	7	hemangioblasts	endocrine_pancreas	unassigned
htr1ab	8	10	notochord	NMPs	unassigned
hdr	4	7	notochord	hemangioblasts	unassigned
pde10a	5	3	notochord	hemangioblasts	unassigned
pimr117	9	12	enteric_neurons	somites	unassigned
aqp8b	7	3	pronephros	PSM	unassigned
kif1ab	0	1	enteric_neurons	differentiating_neurons	unassigned
shisa2b	6	5	muscle	fast_muscle	unassigned
si:ch211-69g19.2	1	11	NMPs	midbrain_hindbrain_boundary	unassigned
cntn3a.1	7	8	pronephros	neurons	unassigned
efemp2b	3	4	somites	PSM	unassigned
kctd4	7	8	neural_crest	enteric_neurons	unassigned
atp1a3a	0	1	differentiating_neurons	enteric_neurons	unassigned
fkbp16	6	5	notochord	fast_muscle	unassigned
si:dkey-40c11.2	1	0	NMPs	floor_plate	unassigned
eya1	3	4	lateral_plate_mesoderm	pharyngeal_arches	unassigned
csf1b	5	3	lateral_plate_mesoderm	heart_myocardium	unassigned
ldb3b	6	5	heart_myocardium	muscle	unassigned
cfap43	7	13	neural_posterior	floor_plate	unassigned
fam222ba	3	4	tail_bud	NMPs	unassigned
ltbp1	6	5	hatching_gland	fast_muscle	unassigned
dnah12	7	13	floor_plate	spinal_cord	unassigned
satb2	2	9	endoderm	pronephros	unassigned
iqsec2b	8	10	notochord	pharyngeal_arches	unassigned
rgs6	2	6	hatching_gland	enteric_neurons	unassigned
ntf3	2	6	hatching_gland	epidermis	unassigned
si:ch211-150g13.3	0	1	differentiating_neurons	enteric_neurons	unassigned
si:ch211-195j11.27	7	8	neural_posterior	hindbrain	unassigned
gpr4	8	10	pharyngeal_arches	notochord	unassigned
rps6ka1	0	1	enteric_neurons	endocrine_pancreas	unassigned
kcnh1a	8	10	notochord	enteric_neurons	unassigned
ypel2b	7	8	hatching_gland	enteric_neurons	unassigned
si:ch73-380l10.2	0	2	enteric_neurons	neural	unassigned
nfatc2a	3	4	PSM	tail_bud	unassigned
ebf1b	0	1	enteric_neurons	neural	unassigned
aebp1	3	4	NMPs	notochord	unassigned
inpp5d	4	7	hematopoietic_vasculature	endocrine_pancreas	unassigned
rnd2	0	2	hindbrain	neural_floor_plate	unassigned
neurl2	6	5	muscle	fast_muscle	unassigned
spega	6	5	heart_myocardium	hindbrain	unassigned
hoxb13a	4	2	NMPs	tail_bud	unassigned
mylipa	1	0	hatching_gland	optic_cup	unassigned
slc44a5a	4	7	hematopoietic_vasculature	hatching_gland	unassigned
tnks1bp1	2	6	hatching_gland	neurons	unassigned
urad	2	9	neural_crest	enteric_neurons	unassigned
hoxc6b	3	4	PSM	tail_bud	unassigned
GARNL3	0	1	differentiating_neurons	neural_telencephalon	unassigned
gch2	0	2	hematopoietic_vasculature	neural_crest	unassigned
zgc:92429	6	5	muscle	fast_muscle	unassigned
kremen1	5	3	epidermis	hindbrain	unassigned
hgfb	5	3	pharyngeal_arches	lateral_plate_mesoderm	unassigned
fam221a	2	6	hatching_gland	hemangioblasts	unassigned
pitpnm3	5	3	epidermis	lateral_plate_mesoderm	unassigned
MDFIC	0	2	optic_cup	neural_optic	unassigned
dusp3a	0	1	lateral_plate_mesoderm	somites	unassigned
rassf4a	9	12	hematopoietic_vasculature	differentiating_neurons	unassigned
ZNF423	1	0	neural	neural_optic	unassigned
irx5a	0	2	pharyngeal_arches	notochord	unassigned
lyn	4	7	hematopoietic_vasculature	neural_posterior	unassigned
slc43a2a	0	1	PSM	fast_muscle	unassigned
sdsl	5	3	hematopoietic_vasculature	heart_myocardium	unassigned
si:ch211-67e16.11	2	9	epidermis	neural_telencephalon	unassigned
si:dkey-269i1.4.1	2	6	hatching_gland	endocrine_pancreas	unassigned
zdhhc2	2	6	hatching_gland	notochord	unassigned
adam15	0	2	hematopoietic_vasculature	midbrain_hindbrain_boundary	unassigned
si:ch211-129o18.4	8	10	notochord	NMPs	unassigned
shroom3	1	2	endocrine_pancreas	pharyngeal_arches	unassigned
krt18b	0	2	lateral_plate_mesoderm	pharyngeal_arches	unassigned
ccdc92	0	1	enteric_neurons	differentiating_neurons	unassigned
dlg2	0	1	differentiating_neurons	enteric_neurons	unassigned
wnt9b	2	9	epidermis	heart_myocardium	unassigned
nyap2b	0	2	midbrain_hindbrain_boundary	hindbrain	unassigned
si:ch1073-441p17.1	5	3	hemangioblasts	hematopoietic_vasculature	unassigned
kctd8	2	6	hatching_gland	hematopoietic_vasculature	unassigned
si:dkey-157l19.2	2	9	endocrine_pancreas	hatching_gland	unassigned
nexmifb	0	1	neural_telencephalon	neural_optic	unassigned
scn1lab	0	1	differentiating_neurons	enteric_neurons	unassigned
mfhas1	1	0	endoderm	hematopoietic_vasculature	unassigned
f11r.1	3	4	endocrine_pancreas	endoderm	unassigned
CR385040.2	0	3	hemangioblasts	differentiating_neurons	unassigned
si:zfos-375h5.1	0	1	differentiating_neurons	enteric_neurons	unassigned
nphs1	1	0	hatching_gland	enteric_neurons	unassigned
gdi1	0	1	enteric_neurons	differentiating_neurons	unassigned
ptger4c	0	3	notochord	endoderm	unassigned
mcu	1	0	hatching_gland	hemangioblasts	unassigned
pnoca	2	9	endoderm	midbrain_hindbrain_boundary	unassigned
islr2	4	2	optic_cup	differentiating_neurons	unassigned
bmp16	2	6	hematopoietic_vasculature	heart_myocardium	unassigned
tubb1	4	7	hemangioblasts	muscle	unassigned
hs6st1a	0	2	optic_cup	neural_optic	unassigned
kbtbd7	0	1	midbrain_hindbrain_boundary	enteric_neurons	unassigned
gap43	0	1	enteric_neurons	differentiating_neurons	unassigned
cdc20	1	11	PSM	NMPs	unassigned
abcg4b	4	7	epidermis	enteric_neurons	unassigned
unc5a	1	3	pharyngeal_arches	hatching_gland	unassigned
syt11a	0	1	differentiating_neurons	enteric_neurons	unassigned
adcyap1r1a	4	7	neurons	hemangioblasts	unassigned
dlc1	5	3	lateral_plate_mesoderm	hematopoietic_vasculature	unassigned
epb41a	0	2	enteric_neurons	differentiating_neurons	unassigned
plac8l1	4	7	hemangioblasts	hatching_gland	unassigned
hipk2	1	0	notochord	spinal_cord	unassigned
fbn2b	3	4	muscle	notochord	unassigned
shha	8	10	neural_telencephalon	notochord	unassigned
FAT4	0	2	lateral_plate_mesoderm	neural_posterior	unassigned
myod1	6	5	muscle	fast_muscle	unassigned
SRCIN1	0	1	enteric_neurons	differentiating_neurons	unassigned
mkxa	8	10	notochord	somites	unassigned
enah	1	0	muscle	PSM	unassigned
oxr1b	2	6	hatching_gland	enteric_neurons	unassigned
CR392045.1	2	6	hemangioblasts	notochord	unassigned
nmt1b	4	7	hatching_gland	hemangioblasts	unassigned
zgc:194275	6	5	muscle	fast_muscle	unassigned
mtcl1	0	1	differentiating_neurons	enteric_neurons	unassigned
rasd2	3	4	neural_optic	midbrain_hindbrain_boundary	unassigned
dazl	9	12	lateral_plate_mesoderm	differentiating_neurons	unassigned
fgf8a	3	4	NMPs	notochord	unassigned
ugt8	2	6	hatching_gland	endocrine_pancreas	unassigned
tgm2a	6	5	notochord	fast_muscle	unassigned
bin1b	6	5	muscle	hematopoietic_vasculature	unassigned
ppp1r14c	3	4	notochord	NMPs	unassigned
serpinh1b	3	4	notochord	PSM	unassigned
efl1	1	0	optic_cup	neural_crest	unassigned
cacna1ab	0	1	differentiating_neurons	enteric_neurons	unassigned
pard6a	1	0	enteric_neurons	epidermis	unassigned
cryabb	9	12	hatching_gland	hematopoietic_vasculature	unassigned
cxxc5b	1	0	hematopoietic_vasculature	neural	unassigned
nlgn1	0	1	endocrine_pancreas	hatching_gland	unassigned
ponzr5	7	8	endocrine_pancreas	hatching_gland	unassigned
ccn2a	5	3	lateral_plate_mesoderm	pharyngeal_arches	unassigned
actc1c	6	5	muscle	enteric_neurons	unassigned
arhgef9a	0	1	differentiating_neurons	neural_telencephalon	unassigned
stmn4l	0	2	neural	enteric_neurons	unassigned
fgf10b	5	3	pronephros	hematopoietic_vasculature	unassigned
camk1b	2	6	hatching_gland	endoderm	unassigned
npas4l	4	7	hematopoietic_vasculature	hemangioblasts	unassigned
lama5	5	3	notochord	epidermis	unassigned
ecrg4b	2	9	epidermis	neural	unassigned
nfixb	0	3	notochord	enteric_neurons	unassigned
prkcaa	1	0	hatching_gland	muscle	unassigned
amfrb	8	10	enteric_neurons	notochord	unassigned
arhgap39	0	1	differentiating_neurons	epidermis	unassigned
desma	6	5	muscle	fast_muscle	unassigned
FRMD4A	1	0	hematopoietic_vasculature	enteric_neurons	unassigned
lhfpl6	3	4	notochord	muscle	unassigned
nrxn1a	0	1	differentiating_neurons	enteric_neurons	unassigned
ajap1	0	1	endocrine_pancreas	differentiating_neurons	unassigned
robo3	1	0	differentiating_neurons	enteric_neurons	unassigned
sox2	0	2	neural_telencephalon	hindbrain	unassigned
tmem72	2	9	pharyngeal_arches	pronephros	unassigned
si:ch73-74h11.1	7	8	PSM	tail_bud	unassigned
kel	4	7	hemangioblasts	neural_optic	unassigned
slc44a5b	1	0	differentiating_neurons	notochord	unassigned
exoc3l4	2	9	endoderm	endocrine_pancreas	unassigned
histh1l	1	11	hemangioblasts	neural_telencephalon	unassigned
nfe2l2a	4	7	hematopoietic_vasculature	hemangioblasts	unassigned
lmo4a	1	11	pharyngeal_arches	optic_cup	unassigned
gdf6a	1	0	neural	neural_crest	unassigned
dnmbp	1	0	fast_muscle	somites	unassigned
rrm2	1	0	midbrain_hindbrain_boundary	floor_plate	unassigned
msi2b	1	0	hatching_gland	muscle	unassigned
si:ch211-137a8.4	0	2	neural_floor_plate	midbrain_hindbrain_boundary	unassigned
rassf3	5	3	notochord	fast_muscle	unassigned
flna	5	3	hematopoietic_vasculature	epidermis	unassigned
enox2	1	0	hatching_gland	tail_bud	unassigned
trim66	0	1	hindbrain	fast_muscle	unassigned
CU457819.1	1	0	NMPs	neural_floor_plate	unassigned
CU693379.1	2	6	endocrine_pancreas	hatching_gland	unassigned
nkx2.4b	7	8	neural_telencephalon	lateral_plate_mesoderm	unassigned
copz2	2	6	hatching_gland	notochord	unassigned
CU929346.1	4	8	hatching_gland	hematopoietic_vasculature	unassigned
necab2	3	4	NMPs	tail_bud	unassigned
hsp90b1	1	0	hatching_gland	tail_bud	unassigned
hsd17b2	2	9	somites	endoderm	unassigned
wnk1b	5	3	heart_myocardium	pharyngeal_arches	unassigned
foxn4	0	2	neural_telencephalon	differentiating_neurons	unassigned
pcdh11	0	1	neural_telencephalon	differentiating_neurons	unassigned
CABZ01046427.2	7	8	hematopoietic_vasculature	neural	unassigned
aldh1a2	1	4	somites	PSM	unassigned
ghrh	1	0	neurons	midbrain_hindbrain_boundary	unassigned
her8.2	0	2	neural_posterior	differentiating_neurons	unassigned
fgfrl1b	5	3	endocrine_pancreas	endoderm	unassigned
